name,useful_num,funny_num,games_owned,recommended,hours_played,review_date,text
Gears 5,2,3,28,-1,53.0,9/20,"張貼於：9 月 20 日
這遊戲會讓你電腦死當..瘋狂的當機重開機，遊戲本身程式有問題!
在來是任務的AI常常會掛掉不會動...不會跟著劇情前進!
整體而言就是一款設計不完全的半成品的遊戲...
最後建議為了電腦好，不要買~除非你想電腦死機..程式損壞"
Gears 5,1,6,287,-1,0.3,9/10,"張貼於：9 月 10 日
沒有聲音 沒有音樂 沒有音效 全都沒出來

人生第一款退款遊戲"
Gears 5,2,1,188,-1,16.4,9/14,"張貼於：9 月 14 日
繁中只有簡體配音太出戲
還沒有英文配音可以選
只有簡體才有英文配音??

收藏品有bug
撿過還無法顯示
修好前不會再開遊戲了"
Gears 5,2,0,277,-1,0.9,11/23,"張貼於：11 月 23 日
控制垃圾, 又無語音, 負評"
Gears 5,1,0,146,1,1.6,9/15,"張貼於：9 月 15 日
裡面還有商城呢!很黑的!等特價再買來過單機就好了!!!記憶體要大一點,16G以上顯示卡我也才1050-2G!用建議配備還是很順!
任何遊戲都依樣!遊戲畫面還是不錯如果你熱愛多人在買,不然等特價過單機就好了!!"
Gears 5,1,0,42,-1,6.7,9/11,"張貼於：9 月 11 日
比番個英文我= ="
Gears 5,0,0,81,1,30.5,9/13,"張貼於：9 月 13 日
千萬別被褒貶不一的評價受影響, 遊戲本身是很好玩的, 伺服器在上市後也有變得比較好, 大部分的負評都是無法改語言, 若你有玩過系列作的強烈推薦"
Gears 5,5,0,124,-1,15.3,9/11,"張貼於：9 月 11 日
中文配音有夠爛

完全破壞帶入感

我寧可看簡體字也不要這鬼東西"
Gears 5,0,0,28,1,6.8,11/24,"張貼於：11 月 24 日
jbbghjvjh"
Gears 5,1,0,128,1,17.3,9/11,"張貼於：9 月 11 日
拜託給我配音選擇好嗎?
真的很不習慣中配有夠尷尬"
Gears 5,0,0,14,1,30.4,9/10,"張貼於：9 月 10 日
至少是老玩家的回憶"
Gears 5,6,0,149,-1,1.2,9/26,"張貼於：9 月 26 日
GW502,原因是因為很多人都沒有支援到DX12
我給負評也是這原因，WIN10這種系統超過7成遊戲廠商的系統還沒跟上
所以市佔率最高的一樣是WIN7，相容最好的也是WIN7

微軟一個大公司，硬要別人用到DX12等級
你他媽的腦袋有洞嘛?我玩決勝時刻4:現代戰爭都不會這樣閃退
都他媽的沒有相容問題!還他媽的遊玩很順暢!
人家他媽的動視COD畫質相容能把DX11跟DX12接在一起，還可以跨平台
你們微軟腦袋卻全都是屎!
象牙塔工程師。"
Gears 5,2,0,"2,029",1,7.6,12/2,"張貼於：12 月 2 日
:D"
Gears 5,2,2,21,-1,24.6,11/23,"張貼於：11 月 23 日
強迫聽中配是哪招？"
Gears 5,1,0,56,-1,34.5,9/10,"張貼於：9 月 10 日
不能改英文語音，差評

cann't change to english voice dislike"
Gears 5,4,0,107,-1,11.7,9/16,"張貼於：9 月 16 日
玩到單人戰役第三章遇到兩次遊戲關閉，
第二次還直接導致電腦藍屏死當，
我實在是不太想再開遊戲了。"
Gears 5,2,1,73,-1,13.3,9/10,"張貼於：9 月 10 日
第一次買這系列的，1060 6G顯卡還會卡，各種類個，優化怎這麼差，FPS有時候剩1X
滿後悔買這系列真的雷作，拜託搞好優化好嗎?

語音還只能中配，沒的選英配，只好改簡中才有英配，真好笑的設定，劇情強制要你看，不給按跳過，閃退在那重複看劇情就飽了

8G記憶體根本不夠用，優化爛死了，有時無故GW502閃退，想退費都無法退了，大部分在卡頓，真的體驗很差"
Gears 5,3,0,94,-1,0.9,9/14,"張貼於：9 月 14 日
BUG相當多而且遊戲不停的發生錯誤，優化也不好，時不時的會掉禎數"
Gears 5,3,0,23,-1,16.7,9/14,"張貼於：9 月 14 日
GW502 一出現啊!!!!!!
我小時候的回憶直接被你們搞砸"
Gears 5,2,0,90,-1,2.3,9/13,"張貼於：9 月 13 日
顯卡VEGA 64
GW502不斷出現
更新驅動也一樣
垃圾優化"
Gears 5,0,3,22,1,7.5,11/20,"張貼於：11 月 20 日
優化的很好"
Gears 5,1,0,165,-1,22.5,10/1,"張貼於：10 月 1 日
如果只想玩完戰役模式是可以買

但是連線模式到目前為止各種狀況都沒修好
譬如連線戰役，假如是其他玩家操作的傑克

常常會有無法跟任務物品互動的情形
或是不小心退出來就接不回去了

連線體驗很糟糕"
Gears 5,0,2,55,1,127.6,9/27,"張貼於：9 月 27 日
想要英文配音的朋友們，去遊戲設定把語言改成簡體中文就行了"
Gears 5,1,3,9,-1,0.1,9/11,"張貼於：9 月 11 日
说实在我10分钟就退货了，进都进不去，网络怎么都连不进实在无语，重启了3次，看了3次开头"
Gears 5,1,1,484,-1,3.1,9/21,"張貼於：9 月 21 日
我從來沒玩過 游戲會給你玩到畫面卡住當機 手動按重開機按鈕的遊戲 這是第一款"
Gears 5,1,0,573,1,1.6,11/27,"張貼於：11 月 27 日
戰爭機器5承襲以往硬派的射擊風格，出到五代還是非常好玩!"
Gears 5,0,0,46,-1,2.6,11/26,"張貼於：11 月 26 日
看在國中愛玩一代的份上買但沒想到越做越爛連聲音都沒有"
Gears 5,1,0,308,-1,169.1,9/21,"張貼於：9 月 21 日
伺服器超爛，不定時遊戲中或過關結束後出現錯誤！中文翻譯也特爛，堂堂大作，中文翻譯卻是踢牙老奶奶的水準！"
Gears 5,0,0,17,-1,15.8,9/23,"張貼於：9 月 23 日
不好玩，衝刺系統白癡，牆壁根R20一樣超會吸，武器沒有後座力，PVP做的超爛，買特點包不知道來幹嘛的，其他的模式都超無聊，不推，滿分10分只給2分"
Gears 5,0,0,119,-1,22.1,12/1,"張貼於：12 月 1 日
故事還可以，只是要選擇誰死，這樣的一刀兩斷劇情，後面爛尾的可能很高，除非出雙結局。
連線模式，依然悲劇，常常斷線，亞洲區的伺服很是蠻糟的"
Gears 5,1,1,864,1,3.5,11/27,"張貼於：11 月 27 日
射爆"
Gears 5,1,0,105,1,11.8,9/13,"張貼於：9 月 13 日
個人感覺繁體中文跟中文配音搭配沒有不好啊？
很多人的評斷標準會不會太誇張？

遊戲性目前我玩起來也很棒！"
Gears 5,3,3,239,-1,3.7,9/10,"張貼於：9 月 10 日
我的购买的版本内容与得到的东西不符！这是在欺骗消费者！"
Gears 5,2,0,90,-1,18.3,9/11,"張貼於：9 月 11 日
一直閃退"
Gears 5,1,0,97,-1,25.9,11/23,"張貼於：11 月 23 日
最差一代"
Gears 5,1,0,120,-1,19.8,9/10,"張貼於：9 月 10 日
終極板 玩到現在覺得快20小時 還是半成品

持久戰 每次結算 有夠拖時間

撤離彈藥有夠少 還會打到人全斷光光

跑一跑 就被牆壁黏在身上

要玩要三思

有時候被卡住 無限讀取"
Gears 5,0,0,19,1,9.9,12/21,"張貼於：12 月 21 日
我覺得還蠻推的 畫面好 打擊感也很讚 中文語音部分我覺得還好"
Gears 5,0,0,13,1,21.8,12/18,"張貼於：12 月 18 日
不同BOSS的打法需要時間掌握
武器也多樣化
體驗尚可
可惜多人遊戲實在排不到…"
Gears 5,0,0,15,1,17.3,12/17,"張貼於：12 月 17 日
好玩!但是中文配音有點差...."
Gears 5,0,0,37,1,202.5,12/16,"張貼於：12 月 16 日
齁勝
人物沒語音就自己電腦爛不爭氣的 整天怪遊戲"
Gears 5,0,0,619,1,7.8,12/15,"張貼於：12 月 15 日
以爽game來說還次算不錯的! 不過真心覺得打擊回饋感不是很好~"
Gears 5,0,0,9,1,31.3,12/15,"張貼於：12 月 15 日
雙人COOP目前玩起來還不錯喔~雖然有幾個點死掉後會卡住要重新回lobby重開遊戲QQ"""
Gears 5,0,0,15,1,28.6,12/15,"張貼於：12 月 15 日
是還不錯玩啦~
只是中文配音真的不行= ="
Gears 5,0,0,39,-1,56.9,12/14,"張貼於：12 月 14 日
遊戲難度調到熟練AI智商會降低!!!"
Gears 5,0,0,358,1,15.0,12/12,"張貼於：12 月 12 日
齁勝"
Gears 5,0,0,17,-1,23.3,9/24,"張貼於：9 月 24 日
遊戲裡的未來武器設計有夠鳥的...後座力超大，換彈速度慢，彈量少，最爛的是狙擊槍還拉一發打一發我是在玩二戰遊戲是嗎？槍支都做超大把結果效能超爛，拜託設計最起碼也要有advanced warfare的水準，其他什麼我都算了，武器的設定真的很爛！爛到吐血"
Gears 5,3,3,221,-1,1.4,9/10,"張貼於：9 月 10 日
故事太短 沒創意 沒自由度 跟現在的遊戲差太遠了
只有畫面比較像樣 其他都跟十年前沒分別"
Gears 5,0,0,222,1,22.5,9/10,"張貼於：9 月 10 日
果然買終極版是對的 至少4天沒遇到外掛跟加速器
現在最大的問題主要是連線 還有玩一段時間就會突然掉到10-15幀"
Gears 5,0,0,39,-1,4.0,10/15,"張貼於：10 月 15 日
買了一直出現GW502不能玩實在很掃興，花一堆時間找資料才發現根本不支援WIN7，不想支援就直接講那我也不會花錢花時間去弄這麼久。"
Gears 5,0,0,9,-1,14.8,12/10,"張貼於：12 月 10 日
劇情2-4 操作帆船變得無法操作

希望可以解決問題"
Gears 5,1,0,61,-1,0.8,9/13,"張貼於：9 月 13 日
无聊透顶的游戏"
Gears 5,2,3,533,-1,1.0,9/10,"張貼於：9 月 10 日
我买的终级板，享受标准版待遇...一起等到10号........读图比W10商店的快.....剩下的有待检测......游戏被锁区。"
Gears 5,21,0,"1,915",1,28.9,9/11,"張貼於：9 月 11 日
劇情緊接在四代之後，伴隨新舊D小隊的成員，再次面對與蜂擁族的威脅

Gears 5 算是系列新章節的第二部，故事是接續在4代之後，遊戲內建的回顧主要是針對世界觀與劇情的發生走向，因此如果沒接觸過前一代的玩家，會有一點搞不清楚人物之間的關係；遊戲的畫面、場景與掩體射擊的表現都很出色，本次的優化也相當好，以850元左右的價格來說，是不會吃虧的。


精彩的畫面與戰役：

在單人/合作戰役的部分，共有四章節，其中二、三章採用半開放式的地圖設計，對系列作品來說有新鮮感，但地圖設計較缺乏探索樂趣，大致上仍是線性關卡；戰役由一場又一場爽快的戰鬥，與出色的過場動畫構成，體驗相當不錯。

實驗室的女獸人酋長保證讓你印象深刻
讓人想起一代初遇女獸人的「刺激」 
Gears 5 的螢幕截圖
作者： RayNero



本作的優化相當好，實測老電腦 GTX 970 在1080P，建議設定為中高效果，幾乎能在所有情況下保持60幀，僅在一些大規模崩塌或爆炸場景有掉幀；戰役途中有遇過一次不明原因的掉幀情況，而且是持續性的，後來更新顯卡驅動程式後就正常，有相同問題的可以試試看。


劇情缺少足夠的前情提要，如果是新玩家，一開始會比較不懂小隊成員間的關係與一些對談的背景，但融入世界觀應該不會有問題，設定中也有完整的「戰爭機器」世界觀簡介影片可看，個人只玩過一代，也能瞭解整個劇情走向；雖然這次的劇情讓角色領便當的方式有點蠢，不過劇情發展與氣氛營造都很不錯，可以說整個戰役的表現，個人認為稱得上精彩。




「語音」是最困擾我的問題，繁體中文字幕綁定中文語音，中文語音其實不是壞事，聽中文可以讓玩家不必盯著字幕而專注在遊戲中；但是當中文語音的表現差強人意時，綁語音就讓人有點厭惡了！

主要是中文語音缺乏足夠的情感演出，而且常常語音中的音調跟實際想表達的意思有明顯出路，就像一開始的教學關卡，人物摔落地上後，字幕是「真是漂亮的降落」，這分明就是外國常見的嘲諷語調，類似wonderful或great的諷刺講法，在中文語音下就真的變成稱讚了...

這部分也跟中文字幕台詞有關，若切去簡體或英文版，會翻現中文台詞根本翻譯的亂七八糟，配音人員照這台詞念就是一整個不搭配。



Gears 5 共有三種多人模式，大致可分為玩家間競爭的「對戰」，類L4D合作的「撤離戰」，以及生存玩法的「持久戰」；三種模式各有千秋，其中「撤離戰」是這次五代主打的一種多人模式，而且有提供關卡編輯功能，讓可玩度與耐玩性大增。


對戰模式有多種模式，像是殲滅、搶分、處決...等玩法，幾乎包括了大部分槍戰遊戲的多人玩法，玩家的選擇很豐富，但感覺模式分太多，一些冷門的可能會有不易匹配到隊友的情況。


撤離戰是實機畫面最早曝光的一個模式，由三位玩家組成一隊，潛入蜂擁族的巢穴埋藏炸藥，並在爆炸前撤退；這玩法有點類似L4D這樣的合作闖關模式，玩家需要在裝備有限的情況下，一邊應付敵人，一邊尋找此張地圖的出口，並避免被炸彈蔓延出的毒氣給追到。



撤離戰的另一大亮點是支援關卡編輯，玩家可以按喜好打造自己的撤離地圖，從地形的設計到敵人與物資擺放，都可以自己決定，設計完成後能分享到社群，讓人遊玩，同時在社群上挑選喜愛的地圖進行挑戰，這點讓這個模式有非常不錯的耐玩度（可惜沒搭STEAM工作坊）。


應該是延續系列的一種模式，玩家組成五人隊伍，在一波又一波的敵人進攻下，看能堅守幾個回合；每名角色都有獨特的技能跟建設項目，像是機器人傑克就能透過打造建物替其他玩家收集子彈與武器，隊伍間角色怎麼選擇與搭配很重要。


✔️ 精彩的單人戰役
✔️ 華麗的畫面與過場動畫
✔️ 豐富的多人模式玩法
✔️ 撤離戰的地圖編輯很耐玩
✔️ 極佳的遊戲優化

❌ 中文語音表現不佳，又不提供更換語音功能
❌ 有時候NPC會卡住不動，得讀取檢查點重來
❌ 劇情讓角色領便當的方式太愚蠢（刻畫的更壯烈會更好）
❌ 成就會因為跟xbox帳號同步問題，產生錯誤而拿不到。



這次的中文配音問題還不少，不是表達的很沒感情，就是完全表達錯語意，有些地方還破音了；這使得中文語音非但沒替遊戲起到加分效果，反而扣分了！ 希望微軟之後能對中文配音、字幕有更好的審核標準。（STEAM版本要改簡體中文，才有英配）

扣除這點，整個遊戲給我的體驗是相當好的，單人模式約有10～15小時的內容，雖然整個劇情的進度很慢，但解釋了一些前作的疑點，也讓人更期待後續的故事發展；多人的部分，不同的模式有不同的養成項目，如果喜歡農GAME的玩家，可能會農的很開心？








==================



has great graphic, good shooting and combat experience.

game optimization is awesome, my old PC GTX 970 can run almost all scene in 60 fps. (graphic set middlel and high)

Campaign mode, but the new story is right after Gears 4. So if you never play Gears 4, you may just like me can't really understand some character relationship and some talking background.


region player may have connection problem when you want to play with other player. Also maybe some account problem of Xbox Live.

sometime will become loud or low, this's small problem. But if you're use Traditional Chinese, the Chinese audio is terrible!!! The actor reading the lines has no emotion, even some make wrong emotion. And there is no option to change audio, so sad. (I guess other local audio may has same situation)


1. If you're Gears series fan, just buy it.
2. If you not fan, but you super like TPS. Gears 5 is good choices.
3. If you not a fan and not crazy for TPS, maybe wait some discount."
Gears 5,0,1,53,1,35.7,12/22,"張貼於：12 月 22 日
極品 一玩就8小時 好久沒這麼熱情了 感覺太對 現在PC版超划算"
Gears 5,0,1,20,-1,4.0,12/22,"張貼於：12 月 22 日
媽的垃圾"
Gears 5,0,0,45,1,15.9,12/22,"張貼於：12 月 22 日
畫面表現優秀"
Gears 5,0,0,89,1,22.8,12/22,"張貼於：12 月 22 日
非常優秀的畫面表現
還不錯的劇情(中文配音很爛，可以切簡體中文聽英文語音)
十幾小時到二十小時左右的主線算很不錯
武器種類算多
整體來說算是半價可以入手"
Gears 5,0,0,18,1,54.5,12/9,"張貼於：12 月 9 日
追了很久的遊戲，一直都是玩得很盡興"
Gears 5,0,0,21,1,30.0,12/8,"張貼於：12 月 8 日
好玩唷"
Gears 5,0,0,14,1,30.4,12/7,"張貼於：12 月 7 日
讚讚"
Gears 5,0,0,3,-1,9.2,12/7,"張貼於：12 月 7 日
就...看故事而已
遊玩方式沒啥變化"
Gears 5,0,0,4,1,24.6,12/4,"張貼於：12 月 4 日
除了繁體版無聲音+字幕閃過問題，跟語言部分不能自己選擇英文發音還是中文發音(中文配音很糟)，
之外其他都是老樣子，優秀老作品故事遊戲性沒話說。"
Gears 5,0,0,133,1,83.7,12/4,"張貼於：12 月 4 日
能夠建築的設施有點少,變化少限制了玩法,挺殺時間還算不錯,"
Gears 5,0,1,161,1,41.0,12/4,"張貼於：12 月 4 日
希望可以有獨立語音選項"
Gears 5,0,1,39,1,19.0,12/3,"張貼於：12 月 3 日
顯示卡驅動過低 動畫畫面會延遲 或卡頓 劇情真的不錯"
Gears 5,0,0,91,1,3.9,12/3,"張貼於：12 月 3 日
畫面不錯! 劇情好但有點短..
中文字幕只能跟隨中文語音!?"
Gears 5,0,0,18,1,15.2,12/3,"張貼於：12 月 3 日
good"
Gears 5,0,0,108,-1,10.7,12/3,"張貼於：12 月 3 日
繁中有bug.."
Gears 5,0,0,47,1,23.3,12/3,"張貼於：12 月 3 日
This game so fun to play if you have 2 friends with you and playing as Insane difficulty"
Gears 5,0,0,198,1,19.3,12/2,"張貼於：12 月 2 日
海星"
Gears 5,0,0,39,1,78.8,12/2,"張貼於：12 月 2 日
系列最新作 我必玩
畫面非常得漂亮"
Gears 5,0,1,480,1,10.5,12/2,"張貼於：12 月 2 日
之前云啦，最近补票
剧情还行吧，多人网略糟糕一点"
Gears 5,0,0,5,-1,37.5,12/2,"張貼於：12 月 2 日
bug太多"
Gears 5,0,0,82,1,26.5,12/2,"張貼於：12 月 2 日
難度適中的TPS，但對前作劇情不清楚。"
Gears 5,0,0,64,-1,9.4,12/1,"張貼於：12 月 1 日
花太多時間用作開門
甚至有些時候的門是沒有必要存在的

在多人合作的劇情模式中非常容易斷線和閃退
整體體驗並不暢快

另外必須一提的是對比起前幾作
今作劇情模式中可供玩家使用的武器種類也太少
玩起來完全沒有以往玩gears of war用不同武器來過關的爽快感"
Gears 5,0,0,38,1,1.7,12/1,"張貼於：12 月 1 日
fun.exe"
Gears 5,0,0,714,1,4.5,12/1,"張貼於：12 月 1 日
链锯枪还是很爽的"
Gears 5,0,0,128,1,16.4,12/1,"張貼於：12 月 1 日
可能是遊戲主打多人合作，故事內容沒有甚麼亮點
劇情走向容易預測，故事後段的選擇也不需要，不會令人感到不捨，只有錯愕

畫面表現優良
操作容易
以一個合作遊戲來說是值得玩的"
Gears 5,0,0,12,-1,36.6,12/1,"張貼於：12 月 1 日
連線跟優畫作的超爛，好玩歸好玩但每次想找人連線都會玩的超火大"
Gears 5,0,0,78,-1,11.4,12/1,"張貼於：12 月 1 日
英語配音中文字幕到底是有多難"
Gears 5,0,0,67,1,59.8,12/1,"張貼於：12 月 1 日
good"
Gears 5,0,0,171,-1,9.7,12/1,"張貼於：12 月 1 日
先說我沒玩過1~4代，所以不清楚前面的玩法，只說說玩5幾小時的心得。
首先遊戲很多問題，繁中問題很多，用簡中比較能正常遊玩。
想要3個朋友一起玩的注意了，遊戲只有兩個玩家可以拿槍來爽快殺敵，
另一個玩家只能扮演機器人角色，除了一些輔助型的能力之外沒別的事可以做了，
跟朋友玩到1-3玩機器人的朋友就快睡著了，另外兩個人玩得很爽，
(跟朋友只喜歡玩合作闖關的遊戲，對戰不適合我們)
如果設計機器人可以升級機關槍或其他遠程武器可以來射擊的話，
想必這遊戲的多人戰役整體會好玩很多，真的可惜了。"
Gears 5,0,0,38,1,19.8,12/1,"張貼於：12 月 1 日
單人模式比第四集好太多"
Gears 5,0,0,6,1,39.2,11/30,"張貼於：11 月 30 日
很讚，雖然只玩了1.2代，這次回來感覺非常棒"
Gears 5,0,0,116,-1,19.2,11/30,"張貼於：11 月 30 日
滿好玩的 沒碰到啥BUG
不過多人pvp連不到人
聽說是鎖ip導致買了幾天了
多人還沒玩過⋯"
Gears 5,0,0,75,-1,3.6,11/30,"張貼於：11 月 30 日
連線很少人"
Gears 5,0,0,113,1,21.7,11/30,"張貼於：11 月 30 日
好玩"
Gears 5,0,0,"1,170",1,1.8,11/30,"張貼於：11 月 30 日
畫質不錯 劇情也不錯"
Gears 5,0,0,84,1,17.4,11/30,"張貼於：11 月 30 日
多人一起遊玩樂趣多"
Gears 5,0,0,48,-1,35.6,11/30,"張貼於：11 月 30 日
BUG太多 久違的令我3D暈的遊戲 都買了也只好破完他了"
Gears 5,0,0,47,1,16.2,11/29,"張貼於：11 月 29 日
總體來講算不錯的遊戲，只是主劇情有點短，有點可惜"
Gears 5,0,0,200,1,22.2,11/29,"張貼於：11 月 29 日
除了不能自己選語音以外還行"
Gears 5,0,0,110,1,57.7,11/29,"張貼於：11 月 29 日
雖然很多人攻擊他的配音，但我覺得它的劇情還算是不錯的
只是很可惜有點短，沒有像前幾代那樣的感覺
劇情帶入感稍微也沒有像一代二代這樣的經典有點可惜
但作為初代玩到現在的玩家，非常希望能夠再次出現能夠感動玩家的劇情"
Gears 5,0,0,89,1,0.2,11/29,"張貼於：11 月 29 日
很好，打折入手值得！！"
Gears 5,0,0,67,-1,9.7,11/29,"張貼於：11 月 29 日
第一次玩到不能換語音的3A遊戲 劇情也真的不行"
Gears 5,0,0,500,1,6.3,11/28,"張貼於：11 月 28 日
微软出品，必属精品"
Gears 5,0,0,111,1,37.2,11/28,"張貼於：11 月 28 日
6666"
Gears 5,0,0,119,1,40.8,11/28,"張貼於：11 月 28 日
好遊戲"
Gears 5,0,0,84,-1,23.5,11/28,"張貼於：11 月 28 日
遊玩方面係基本上冇問題嘅 但係繁體中文冇英文配音就唔係咁好"
Gears 5,0,0,104,1,21.6,11/28,"張貼於：11 月 28 日
劇情有點殘忍
推持過去的風格和水準，整體上還不錯
中間看放地圖有點多餘
有朋友一起玩比較好玩"
Gears 5,0,0,126,1,31.6,11/28,"張貼於：11 月 28 日
要是重玩時不用再蒐集傑克的零件就好了"
Gears 5,0,0,67,1,4.6,11/28,"張貼於：11 月 28 日
GOOD"
Gears 5,0,0,95,1,32.3,11/28,"張貼於：11 月 28 日
great"
Gears 5,0,0,248,1,15.4,11/28,"張貼於：11 月 28 日
good"
Gears 5,0,0,70,1,13.1,11/28,"張貼於：11 月 28 日
畫面很棒"
Gears 5,0,0,171,1,32.1,11/28,"張貼於：11 月 28 日
我只遊玩劇情，其實從第四代開始劇情就慢慢偏離的以前的模式
現在又要想辦法拉回來不知道之後的劇情會怎麼發展"
Gears 5,0,0,48,1,3.1,11/27,"張貼於：11 月 27 日
只玩過一代今年來回味一下"
Gears 5,0,0,170,-1,9.2,11/27,"張貼於：11 月 27 日
玩個20分鐘閃字幕閃退拉沒語音拉!通通都遇到了!微軟你真行"
Gears 5,0,0,121,1,68.5,11/27,"張貼於：11 月 27 日
跟朋友一起會比較好玩"
Gears 5,0,0,98,1,3.4,11/27,"張貼於：11 月 27 日
畫面很好"
Gears 5,0,0,81,1,15.8,11/27,"張貼於：11 月 27 日
damn bro"
Gears 5,0,0,1,1,26.7,11/27,"張貼於：11 月 27 日
好玩~~!!"
Gears 5,0,0,64,1,48.7,11/27,"張貼於：11 月 27 日
good"
Gears 5,0,0,204,1,1.5,11/27,"張貼於：11 月 27 日
玩了很久戰爭機器1~審判都玩過 但4還沒玩過 5但也同樣沒讓我失望
但語音的部分 還是希望可以改一下 要不然中字配中語很怪"
Gears 5,0,0,49,1,12.2,11/27,"張貼於：11 月 27 日
移動時視角跟其他遊戲不一樣，感覺怪怪的"
Gears 5,0,0,15,1,14.7,11/27,"張貼於：11 月 27 日
特價後真的很便宜，東西也不錯，CP值高"
Gears 5,0,0,63,1,11.1,11/27,"張貼於：11 月 27 日
跟朋友連線滿好玩的。
第一次接觸這個系列，跑步轉向很彆扭，螢幕晃動讓人頭暈。
戰役劇情不長，不過前面還有四代，有機會還是要去找前面幾代來玩玩"
Gears 5,0,0,"4,418",1,110.7,11/27,"張貼於：11 月 27 日
GEARS FOVEREVER"
Gears 5,0,0,6,1,464.9,11/27,"張貼於：11 月 27 日
很好玩 希望地圖多出一點 持久戰 撤離模式等等 地圖 太少 玩家選擇˙性太少"
Gears 5,0,0,208,1,10.1,11/27,"張貼於：11 月 27 日
撇開劇情偏短跟硬是要加入一點開放世界元素
這代玩起來就是中等程度
但是綁地區綁語言真的是很無言的問題...."
Gears 5,0,0,157,1,35.3,11/27,"張貼於：11 月 27 日
推薦給 Gears of War 的 Fans 和喜歡大場面、畫面要求高、射擊爽度夠的玩家。"
Gears 5,0,0,116,1,20.9,11/27,"張貼於：11 月 27 日
優點：
一如以往的精彩劇情，爽快的射擊手感，無可挑剔的優化。
缺點：
不能改英配中字。"
Gears 5,0,0,193,1,2.3,11/27,"張貼於：11 月 27 日
繁中字幕有bug 要轉英文同簡中先得"
Gears 5,0,0,194,1,23.2,11/27,"張貼於：11 月 27 日
出戲中配"
Gears 5,0,0,5,-1,15.2,11/26,"張貼於：11 月 26 日
第1-4章有BUG 重載重開都沒用 直接卡死 完全無解 別把錢丟到水溝裡"
Gears 5,0,0,38,1,14.1,11/24,"張貼於：11 月 24 日
價格來說 CP值很高了"
Gears 5,0,0,156,1,18.4,11/24,"張貼於：11 月 24 日
I love the game but hope you can change voice acting and interface language separately."
Gears 5,0,0,70,1,25.9,11/23,"張貼於：11 月 23 日
優化好，操作佳，爽度爆表。"
Gears 5,0,0,22,1,19.3,11/23,"張貼於：11 月 23 日
很想玩的一款游戏！以前专门为了这个游戏买了XOOX360！现在电脑上出了这个游戏我的电脑配置居然不够!有点烦！"
Gears 5,0,0,116,-1,1.3,11/23,"張貼於：11 月 23 日
its ♥♥♥♥ and nobody is playing it. all of the online matches are full of bots. im glad i didnt play over 2 hours so i can refund it."
Gears 5,0,2,73,-1,35.9,11/22,"張貼於：11 月 22 日
我是真傻"
Gears 5,0,1,109,1,56.2,11/22,"張貼於：11 月 22 日
單人劇情表現出色,多人現在找不到人玩可惜?"
Gears 5,0,0,11,1,22.1,11/19,"張貼於：11 月 19 日
OK!"
Gears 5,0,0,48,1,13.5,11/12,"張貼於：11 月 12 日
hai xing"
Gears 5,0,1,160,-1,0.4,11/12,"張貼於：11 月 12 日
一个暴力移植游戏，崩溃频率感人"
Gears 5,1,0,18,1,12.0,11/9,"張貼於：11 月 9 日
處決最棒惹!"
Gears 5,0,0,27,1,174.9,11/7,"張貼於：11 月 7 日
懷念三代的 彈葯無限"
Gears 5,0,0,102,1,17.8,11/5,"張貼於：11 月 5 日
爽快的打擊感 ，足量的鮮血效果。性價比超高！"
Gears 5,0,0,6,1,22.0,11/4,"張貼於：11 月 4 日
覺得槍的種類還可以更多 怪物有點單調"
Gears 5,0,0,23,1,91.9,11/4,"張貼於：11 月 4 日
讚"
Gears 5,0,0,23,-1,0.4,11/1,"張貼於：11 月 1 日
bug"
Gears 5,0,0,565,-1,12.9,11/1,"張貼於：11 月 1 日
使用XBOX的控制器接耳麥聲音完全壞掉,重裝聲音的驅動程式重裝遊戲還是無法排除,
最後用PS4控制器接耳麥才能正常有聲音,另外第三章有個BUG船頭塞進土裡船尾浮在空中,
他媽的這樣怎玩重新讀檔還是一樣船尾浮在空中,難不成還要整個章節重新玩啊!

這遊戲從發售到現在就是個災難,更別提控制器音源這絕對是這遊戲本身的BUG."
Gears 5,0,0,46,1,22.7,11/1,"張貼於：11 月 1 日
鐵粉超愛它的劇情"
Gears 5,0,0,144,1,28.0,10/31,"張貼於：10 月 31 日
有趣的戰役模式"
Gears 5,0,0,11,1,27.3,10/28,"張貼於：10 月 28 日
戰爭機器 齁勝"
Gears 5,0,0,8,1,32.7,10/28,"張貼於：10 月 28 日
配音是敗筆
但畫面表現相當優秀
劇情稍短"
Gears 5,0,1,51,-1,71.3,10/18,"張貼於：10 月 18 日
無法加入遊戲 無法加入遊戲 無法加入遊戲 無法加入遊戲 微軟你們的伺服器是跟育碧買的對吧?"
Gears 5,1,0,30,-1,100.0,10/10,"張貼於：10 月 10 日
對於只能用中配聽起來很尷尬是還能接受~
反而是連線品質跟伺服器真的很不行....."
Gears 5,0,0,225,1,11.6,10/8,"張貼於：10 月 8 日
Good"
Gears 5,1,0,2,-1,12.5,10/8,"張貼於：10 月 8 日
垃圾...玩不到10分中當機3次,又不退款,又不解決問題,騙財的"
